npy_filepath,label,original_size,new_size,original_file_path,split
"train/TCGA-97-8175-01Z-00-DX1-96186-21190-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(167, 253)","(167, 253)","1.training/TCGA-97-8175-01Z-00-DX1-96186-21190-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-29081-13989-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(185, 286)","(185, 286)","1.training/TCGA-67-6217-01A-01-TS1-29081-13989-[1, 1, 0].png",train
"train/1115849-31979-12892-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(230, 166)","(230, 166)","1.training/1115849-31979-12892-[1, 1, 0].png",train
"train/440930-48445-21216-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(194, 283)","(194, 283)","1.training/440930-48445-21216-[1, 0, 0].png",train
"train/440930-18653-30864-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(295, 299)","(295, 299)","1.training/440930-18653-30864-[1, 1, 0].png",train
"train/1121244-24805-37620-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(275, 300)","(275, 300)","1.training/1121244-24805-37620-[1, 0, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-72731-59717-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 180)","(224, 180)","1.training/TCGA-86-8279-01Z-00-DX1-72731-59717-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-40736-61776-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(291, 243)","(291, 243)","1.training/TCGA-53-A4EZ-01Z-00-DX1-40736-61776-[0, 1, 0].png",train
"train/1117906-17576-38413-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(267, 153)","(267, 153)","1.training/1117906-17576-38413-[0, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-60848-71014-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(290, 154)","(290, 154)","1.training/TCGA-MN-A4N4-01Z-00-DX1-60848-71014-[1, 1, 0].png",train
"train/1203706-34200-22717-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(265, 288)","(265, 288)","1.training/1203706-34200-22717-[1, 1, 0].png",train
"train/1115849-44119-13991-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(160, 228)","(160, 228)","1.training/1115849-44119-13991-[1, 1, 0].png",train
"train/1124863-52672-19428-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(180, 205)","(180, 205)","1.training/1124863-52672-19428-[1, 1, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-19171-40267-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(152, 164)","(152, 164)","1.training/TCGA-55-7570-01Z-00-DX1-19171-40267-[0, 1, 0].png",train
"train/1200164-19294-6865-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(193, 184)","(193, 184)","1.training/1200164-19294-6865-[0, 1, 0].png",train
"train/1222870-19356-6914-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(152, 211)","(152, 211)","1.training/1222870-19356-6914-[0, 0, 1].png",train
"train/440682-19226-12893-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(172, 277)","(172, 277)","1.training/440682-19226-12893-[0, 1, 0].png",train
"train/1006595-14042-41944-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(156, 291)","(156, 291)","1.training/1006595-14042-41944-[1, 0, 0].png",train
"train/1125346-31768-17509-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 155)","(207, 155)","1.training/1125346-31768-17509-[1, 1, 0].png",train
"train/1200164-17314-53718-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(225, 242)","(225, 242)","1.training/1200164-17314-53718-[1, 1, 0].png",train
"train/1009800-28656-38029-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(238, 204)","(238, 204)","1.training/1009800-28656-38029-[1, 0, 0].png",train
"train/1004470-33359-30919-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(221, 261)","(221, 261)","1.training/1004470-33359-30919-[1, 1, 0].png",train
"train/1200530-17684-11006-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(162, 233)","(162, 233)","1.training/1200530-17684-11006-[1, 1, 0].png",train
"train/1208248-44797-39448-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(187, 284)","(187, 284)","1.training/1208248-44797-39448-[1, 1, 0].png",train
"train/1223954-39501-15648-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(239, 161)","(239, 161)","1.training/1223954-39501-15648-[0, 0, 1].png",train
"train/1221636-30581-39730-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 243)","(256, 243)","1.training/1221636-30581-39730-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-35211-50558-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(298, 265)","(298, 265)","1.training/TCGA-78-8662-01Z-00-DX1-35211-50558-[1, 0, 0].png",train
"train/1222870-18626-3764-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(295, 250)","(295, 250)","1.training/1222870-18626-3764-[0, 0, 1].png",train
"train/TCGA-55-6981-01A-01-BS1-6759-11114-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(208, 268)","(208, 268)","1.training/TCGA-55-6981-01A-01-BS1-6759-11114-[1, 1, 0].png",train
"train/449636-29378-5922-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(235, 270)","(235, 270)","1.training/449636-29378-5922-[0, 0, 1].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-51545-67438-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(234, 268)","(234, 268)","1.training/TCGA-MN-A4N4-01Z-00-DX1-51545-67438-[0, 1, 0].png",train
"train/444302-17416-43149-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(266, 172)","(266, 172)","1.training/444302-17416-43149-[1, 1, 0].png",train
"train/TCGA-55-6981-01A-01-BS1-5851-8492-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(229, 239)","(229, 239)","1.training/TCGA-55-6981-01A-01-BS1-5851-8492-[1, 1, 0].png",train
"train/1125346-28534-21643-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 155)","(288, 155)","1.training/1125346-28534-21643-[1, 1, 0].png",train
"train/1021305-34925-32577-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(289, 264)","(289, 264)","1.training/1021305-34925-32577-[0, 1, 0].png",train
"train/1117906-27446-41685-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(191, 160)","(191, 160)","1.training/1117906-27446-41685-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-54505-13562-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(191, 205)","(191, 205)","1.training/TCGA-97-8175-01Z-00-DX1-54505-13562-[0, 1, 0].png",train
"train/1125346-11052-14871-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(245, 203)","(245, 203)","1.training/1125346-11052-14871-[0, 1, 0].png",train
"train/1021408-20947-10529-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(234, 287)","(234, 287)","1.training/1021408-20947-10529-[1, 1, 0].png",train
"train/1115189-4730-48298-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(263, 250)","(263, 250)","1.training/1115189-4730-48298-[0, 1, 0].png",train
"train/1122944-25078-29036-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(161, 183)","(161, 183)","1.training/1122944-25078-29036-[0, 1, 0].png",train
"train/1209559-22998-18505-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(158, 162)","(158, 162)","1.training/1209559-22998-18505-[1, 1, 0].png",train
"train/440930-20329-58043-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(260, 296)","(260, 296)","1.training/440930-20329-58043-[0, 1, 0].png",train
"train/1125346-7032-6771-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(295, 239)","(295, 239)","1.training/1125346-7032-6771-[1, 1, 0].png",train
"train/1121244-15261-9792-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(292, 185)","(292, 185)","1.training/1121244-15261-9792-[1, 1, 0].png",train
"train/1208368-56365-28260-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(150, 180)","(150, 180)","1.training/1208368-56365-28260-[1, 1, 0].png",train
"train/1221636-40636-44821-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 184)","(156, 184)","1.training/1221636-40636-44821-[1, 1, 0].png",train
"train/1109944-26828-47937-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 231)","(192, 231)","1.training/1109944-26828-47937-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-73502-7670-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(203, 264)","(203, 264)","1.training/TCGA-49-4512-01Z-00-DX1-73502-7670-[0, 1, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-14650-36126-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(194, 176)","(194, 176)","1.training/TCGA-55-7570-01Z-00-DX1-14650-36126-[1, 0, 0].png",train
"train/1125346-22107-11631-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(293, 209)","(293, 209)","1.training/1125346-22107-11631-[1, 1, 0].png",train
"train/1138508-8873-22765-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(218, 293)","(218, 293)","1.training/1138508-8873-22765-[1, 1, 0].png",train
"train/1005919-24026-58576-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(174, 290)","(174, 290)","1.training/1005919-24026-58576-[0, 0, 1].png",train
"train/1032888-22447-23806-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(298, 229)","(298, 229)","1.training/1032888-22447-23806-[1, 1, 0].png",train
"train/440930-44189-9424-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(219, 182)","(219, 182)","1.training/440930-44189-9424-[1, 0, 0].png",train
"train/1021305-37420-34587-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(181, 249)","(181, 249)","1.training/1021305-37420-34587-[0, 1, 0].png",train
"train/1115849-34566-56796-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(222, 162)","(222, 162)","1.training/1115849-34566-56796-[0, 1, 0].png",train
"train/1224965-17619-34731-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(172, 283)","(172, 283)","1.training/1224965-17619-34731-[1, 0, 0].png",train
"train/1031280-12488-27363-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(261, 293)","(261, 293)","1.training/1031280-12488-27363-[1, 1, 0].png",train
"train/1222870-20161-12638-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(151, 199)","(151, 199)","1.training/1222870-20161-12638-[0, 0, 1].png",train
"train/1223954-20513-17131-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(162, 247)","(162, 247)","1.training/1223954-20513-17131-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-7183-18538-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(167, 243)","(167, 243)","1.training/TCGA-67-6217-01A-01-TS1-7183-18538-[0, 1, 0].png",train
"train/1009800-42280-52656-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(281, 196)","(281, 196)","1.training/1009800-42280-52656-[0, 0, 1].png",train
"train/TCGA-99-7458-01A-01-BS1-7408-17791-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(187, 189)","(187, 189)","1.training/TCGA-99-7458-01A-01-BS1-7408-17791-[0, 0, 1].png",train
"train/1117906-40546-28925-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(179, 172)","(179, 172)","1.training/1117906-40546-28925-[0, 0, 1].png",train
"train/1209158-28491-39353-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(259, 164)","(259, 164)","1.training/1209158-28491-39353-[1, 0, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-18443-32858-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(241, 299)","(241, 299)","1.training/TCGA-99-7458-01A-01-BS1-18443-32858-[1, 1, 0].png",train
"train/1006595-19733-37186-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(185, 247)","(185, 247)","1.training/1006595-19733-37186-[0, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-61812-67898-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 238)","(154, 238)","1.training/TCGA-53-A4EZ-01Z-00-DX1-61812-67898-[1, 1, 0].png",train
"train/1005919-32104-50208-[1, 0, 1].npy",tumor:True|stroma:False|normal:True,"(288, 277)","(288, 277)","1.training/1005919-32104-50208-[1, 0, 1].png",train
"train/TCGA-78-8662-01Z-00-DX1-17250-44926-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(246, 296)","(246, 296)","1.training/TCGA-78-8662-01Z-00-DX1-17250-44926-[0, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-65931-41329-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(202, 202)","(202, 202)","1.training/TCGA-MN-A4N4-01Z-00-DX1-65931-41329-[1, 1, 0].png",train
"train/1122944-8901-11128-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 298)","(272, 298)","1.training/1122944-8901-11128-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-75392-26129-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(191, 171)","(191, 171)","1.training/TCGA-53-A4EZ-01Z-00-DX1-75392-26129-[0, 1, 0].png",train
"train/1021408-32560-28097-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(273, 196)","(273, 196)","1.training/1021408-32560-28097-[1, 1, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-18346-34763-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(165, 161)","(165, 161)","1.training/TCGA-55-7570-01Z-00-DX1-18346-34763-[0, 0, 1].png",train
"train/449636-27073-16340-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(152, 178)","(152, 178)","1.training/449636-27073-16340-[1, 0, 0].png",train
"train/1208248-47907-23005-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(164, 220)","(164, 220)","1.training/1208248-47907-23005-[1, 1, 0].png",train
"train/1021408-32560-16385-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(277, 252)","(277, 252)","1.training/1021408-32560-16385-[1, 0, 0].png",train
"train/1121244-24805-31436-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(201, 277)","(201, 277)","1.training/1121244-24805-31436-[1, 1, 0].png",train
"train/1224965-15642-42326-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(262, 240)","(262, 240)","1.training/1224965-15642-42326-[1, 0, 0].png",train
"train/449636-29378-9432-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(289, 163)","(289, 163)","1.training/449636-29378-9432-[0, 0, 1].png",train
"train/TCGA-67-6217-01A-01-TS1-9910-12363-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(294, 216)","(294, 216)","1.training/TCGA-67-6217-01A-01-TS1-9910-12363-[1, 1, 0].png",train
"train/1209158-26256-45448-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(213, 205)","(213, 205)","1.training/1209158-26256-45448-[1, 1, 0].png",train
"train/1115189-27160-51610-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(240, 245)","(240, 245)","1.training/1115189-27160-51610-[0, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-35943-15809-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 252)","(206, 252)","1.training/TCGA-99-7458-01A-01-BS1-35943-15809-[1, 1, 0].png",train
"train/1021305-39915-50667-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 216)","(254, 216)","1.training/1021305-39915-50667-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-67977-59313-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 270)","(272, 270)","1.training/TCGA-49-4512-01Z-00-DX1-67977-59313-[1, 1, 0].png",train
"train/1004276-8254-31653-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(284, 207)","(284, 207)","1.training/1004276-8254-31653-[1, 1, 0].png",train
"train/440682-23004-30509-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(257, 201)","(257, 201)","1.training/440682-23004-30509-[1, 1, 0].png",train
"train/449636-28977-55022-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(160, 150)","(160, 150)","1.training/449636-28977-55022-[1, 1, 0].png",train
"train/1021408-17629-19313-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(266, 202)","(266, 202)","1.training/1021408-17629-19313-[1, 0, 0].png",train
"train/1223954-16373-11683-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(263, 195)","(263, 195)","1.training/1223954-16373-11683-[1, 1, 0].png",train
"train/1125346-13062-22161-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(232, 264)","(232, 264)","1.training/1125346-13062-22161-[1, 0, 0].png",train
"train/1206584-42883-53648-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(242, 212)","(242, 212)","1.training/1206584-42883-53648-[1, 1, 0].png",train
"train/1109944-22783-54557-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(198, 162)","(198, 162)","1.training/1109944-22783-54557-[1, 1, 0].png",train
"train/1115189-33889-44986-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(220, 282)","(220, 282)","1.training/1115189-33889-44986-[0, 1, 0].png",train
"train/1222870-24533-55756-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(187, 262)","(187, 262)","1.training/1222870-24533-55756-[1, 1, 0].png",train
"train/1209158-28491-24725-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(253, 232)","(253, 232)","1.training/1209158-28491-24725-[1, 1, 0].png",train
"train/444302-21046-43149-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(179, 300)","(179, 300)","1.training/444302-21046-43149-[1, 1, 0].png",train
"train/1117906-7706-7329-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(255, 266)","(255, 266)","1.training/1117906-7706-7329-[1, 1, 0].png",train
"train/1206584-33811-34167-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(300, 199)","(300, 199)","1.training/1206584-33811-34167-[1, 1, 0].png",train
"train/1203706-25696-32217-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(154, 205)","(154, 205)","1.training/1203706-25696-32217-[1, 0, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-12060-36050-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(198, 249)","(198, 249)","1.training/TCGA-55-7570-01Z-00-DX1-12060-36050-[1, 1, 0].png",train
"train/1200530-12872-17030-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(231, 284)","(231, 284)","1.training/1200530-12872-17030-[1, 1, 0].png",train
"train/1208368-25020-72030-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(178, 228)","(178, 228)","1.training/1208368-25020-72030-[0, 0, 1].png",train
"train/TCGA-55-1594-01Z-00-DX1-7889-37673-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(208, 267)","(208, 267)","1.training/TCGA-55-1594-01Z-00-DX1-7889-37673-[1, 0, 0].png",train
"train/1138508-9522-22231-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(220, 206)","(220, 206)","1.training/1138508-9522-22231-[1, 1, 0].png",train
"train/1209559-16028-8065-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(219, 256)","(219, 256)","1.training/1209559-16028-8065-[1, 1, 0].png",train
"train/1138508-11469-21697-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(285, 223)","(285, 223)","1.training/1138508-11469-21697-[1, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-10409-23675-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(289, 176)","(289, 176)","1.training/TCGA-55-6983-01Z-00-DX1-10409-23675-[0, 1, 0].png",train
"train/1209158-24766-24725-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(217, 286)","(217, 286)","1.training/1209158-24766-24725-[1, 0, 0].png",train
"train/1115189-13702-42778-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 213)","(254, 213)","1.training/1115189-13702-42778-[1, 1, 0].png",train
"train/1006595-31115-19740-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(202, 289)","(202, 289)","1.training/1006595-31115-19740-[1, 1, 0].png",train
"train/1004276-37618-33233-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 243)","(256, 243)","1.training/1004276-37618-33233-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-36430-21689-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 157)","(206, 157)","1.training/TCGA-99-7458-01A-01-BS1-36430-21689-[1, 1, 0].png",train
"train/449636-45103-36747-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(267, 219)","(267, 219)","1.training/449636-45103-36747-[0, 0, 1].png",train
"train/1122944-48259-36463-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(164, 264)","(164, 264)","1.training/1122944-48259-36463-[0, 0, 1].png",train
"train/444302-21046-47235-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(167, 224)","(167, 224)","1.training/444302-21046-47235-[1, 1, 0].png",train
"train/1200164-17681-9397-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(170, 221)","(170, 221)","1.training/1200164-17681-9397-[0, 1, 0].png",train
"train/444302-6526-37701-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(213, 191)","(213, 191)","1.training/444302-6526-37701-[0, 1, 0].png",train
